Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Apartamento,200000000,32,1,1,5,Urbanización La Flora
Apartamento,155000000,55,2,2,5,Cra. 100 #45-51
Apartamento,199000000,100,3,2,5,Calle 70 #1-00
Apartamento,690000000,150,3,3,5,Cl. 64 Nte. #4 N - 90
Apartamento,229000000,65,3,2,5,Calle 70 #1a4-95
Apartamento,550000000,145,3,4,5,12 De Octubre
Apartamento,1100000000,240,3,7,5,Oeste
Apartamento,750000000,207,3,3,6,Menga
Apartamento,253000000,100,4,3,5,Prados Del Norte
Apartamento,655000000,93,1,2,5,Pance
Apartamento,190000000,65,2,2,5,Cl. 49 #120-52
Apartamento,600000000,157,4,3,5,Zona Oeste
Apartamento,360000000,57,2,2,5,Bellavista
Apartamento,265000000,65,3,2,5,106 SN
Apartamento,170000000,62,2,2,5,Oeste
Apartamento,630000000,93,3,2,5,Sur
Apartamento,160000000,50,2,1,5,Cali
Apartamento,790000000,122,2,3,5,Valle Del Lili
Apartamento,530000000,88,3,2,5,La Flora
Apartamento,200000000,54,2,2,5,Valle Del Lili
Apartamento,145000000,40,1,1,5,Juanambú
Apartamento,260000000,78,3,2,5,Valle De Lili
Apartamento,680000000,95,2,2,6,Santa Teresita
Apartamento,70000000,45,3,1,5,Cl. 1a Oe. #100a 17
Apartamento,112000000,52,2,1,5,Cra 31 #14-155 Cali
Apartamento,99000000,70,3,1,5,Cra 26i #72j-7
Apartamento,132000000,48,3,1,5,Ricardo Balcazar
Apartamento,2700000000,179,4,5,5,Santa Mónica Residencial
Apartamento,800000000,160,3,4,5,Cl. 20 #118-235
Apartamento,249000000,71,3,2,5,Cl. 34 Nte. #2EN-55
Apartamento,180000000,53,3,2,5,Cra. 108 #42-17
Apartamento,169000000,62,3,2,5,Villa Del Sol
Apartamento,220000000,60,3,2,4,Ciudad Los Alamos
Apartamento,255000000,75,2,2,5,Cl. 32a Nte. #2b55
Apartamento,1450000000,223,3,4,5,Cra. 2b Oe. #11-65
Apartamento,480000000,107,3,3,5,Valle Del Lili
